Kategori1;Kategori2;Kategori3;Harga;HargaAtas; OmsetMinimum;JumlahTerjual;JumlahReview;JumlahRating;ValidOrder;KotaPengiriman;PenjualanSebelumnya;KenaikanPenjualan;PersentaseKenaikanPenjualan;ReviewSebelumnya;KenaikanReviewPenjualan;PersentaseKenaikanReview;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 500;Rp. 500; Rp23.078.000,00 ;46.156;975;4,81;2,11%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 36900;Rp. 47850; Rp1.302.533.100,00 ;35.299;11.759;4,69;33,31%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 600;Rp. 600; Rp16.101.600,00 ;26.836;1.194;4,65;4,45%;KAB. BANTUL;246;2.776;11,54;111;93;8,45;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 8488;Rp. 8488; Rp213.761.792,00 ;25.184;7.470;4,66;29,66%;KOTA JAKARTA UTARA;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Knalpot Motor;Rp. 875;Rp. 875; Rp13.912.500,00 ;15.900;245;4,69;1,54%;KAB. CILACAP;125;34;27,20;194;51;26,29;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 1750;Rp. 1750; Rp33.419.750,00 ;19.097;1.610;4,68;8,43%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 25000;Rp. 25000; Rp638.325.000,00 ;25.533;6.443;4,78;25,23%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 300;Rp. 300; Rp2.243.700,00 ;7.479;34;4,82;0,45%;KOTA BANDUNG;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 4500;Rp. 4500; Rp182.016.000,00 ;40.448;2.607;4,88;6,45%;KOTA JAKARTA BARAT;36.756;3.692;1,45;2.355;252;10,70;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 12999;Rp. 12999; Rp167.960.079,00 ;12.921;3.593;4,57;27,81%;KOTA JAKARTA BARAT;9.514;347;35,81;276;833;30,18;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 4500;Rp. 4500; Rp263.664.000,00 ;58.592;3.208;4,87;5,48%;KOTA JAKARTA BARAT;54.466;4.126;7,58;2.996;212;7,08;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 3800;Rp. 3800; Rp118.427.000,00 ;31.165;2.175;4,82;6,98%;KOTA JAKARTA BARAT;27.868;3.297;11,84;1.961;214;10,91;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 490;Rp. 490; Rp42.357.560,00 ;86.444;5.104;4,90;5,90%;KOTA BANDUNG;8.237;447;5,37;4.897;27;4,23;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 750;Rp. 1250; Rp14.222.250,00 ;18.963;1.362;4,71;7,18%;KOTA JAKARTA BARAT;16.136;2.827;17,52;1.152;21;18,23;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 1800;Rp. 1800; Rp25.241.400,00 ;14.023;406;4,87;2,90%;KAB. BEKASI;9.939;484;41,97;275;131;47,64;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 2000;Rp. 2000; Rp55.640.000,00 ;27.820;2.494;4,86;8,96%;KOTA JAKARTA BARAT;24.834;2.986;12,24;2.285;29;9,15;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 850;Rp. 2500; Rp8.868.900,00 ;10.434;935;4,62;8,96%;KOTA SURABAYA;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 400;Rp. 400; Rp17.706.000,00 ;44.265;248;4,84;0,56%;KOTA JAKARTA UTARA;41.881;2.384;5,69;241;7;2,90;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 3000;Rp. 3000; Rp6.399.000,00 ;2.133;33;4,91;1,55%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 3750;Rp. 6000; Rp52.796.250,00 ;14.079;651;4,89;4,62%;KOTA JAMBI;11.416;2.663;23,33;528;123;23,30;;
Sepeda Motor;Suku Cadang Motor;Knalpot Motor;Rp. 950;Rp. 950; Rp43.260.150,00 ;45.537;1.119;4,74;2,46%;KAB. BANDUNG BARAT;4.848;4.689;11,48;116;13;10,14;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 3800;Rp. 3800; Rp223.766.800,00 ;58.886;5.334;4,81;9,06%;KOTA JAKARTA BARAT;5.597;2.916;5,30;515;229;4,49;;
Sepeda Motor;Suku Cadang Motor;Ban Motor & Aksesoris;Rp. 13750;Rp. 14000; Rp361.941.250,00 ;26.323;9.512;4,77;36,14%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 3800;Rp. 3800; Rp72.754.800,00 ;19.146;937;4,81;4,89%;KOTA JAKARTA BARAT;15.416;373;24,20;76;177;23,29;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 4500;Rp. 5000; Rp249.795.000,00 ;55.510;7.329;4,77;13,20%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 3275;Rp. 3275; Rp17.842.200,00 ;5.448;79;4,86;1,45%;KOTA TANGERANG;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 600;Rp. 600; Rp21.147.000,00 ;35.245;914;4,91;2,59%;KOTA JAKARTA UTARA;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 425;Rp. 425; Rp3.092.725,00 ;7.277;154;4,88;2,12%;KOTA JAKARTA UTARA;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 7500;Rp. 7500; Rp377.407.500,00 ;50.321;524;4,86;1,04%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 500;Rp. 500; Rp13.019.500,00 ;26.039;795;4,90;3,05%;KOTA JAKARTA UTARA;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 1199;Rp. 7999; Rp13.817.276,00 ;11.524;2.044;4,55;17,74%;KOTA CIMAHI;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 5500;Rp. 5500; Rp127.424.000,00 ;23.168;2.076;4,83;8,96%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 3800;Rp. 3800; Rp49.954.800,00 ;13.146;781;4,83;5,94%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 3999;Rp. 3999; Rp93.940.509,00 ;23.491;2.533;4,55;10,78%;KAB. PASURUAN;289;2.682;12,89;216;373;17,27;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 699;Rp. 699; Rp3.672.546,00 ;5.254;300;4,72;5,71%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Sistem Bahan Bakar;Rp. 510;Rp. 510; Rp15.312.750,00 ;30.025;438;4,81;1,46%;KAB. BLITAR;2.717;2.918;1,76;385;53;13,77;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 6300;Rp. 6300; Rp351.319.500,00 ;55.765;4.275;4,71;7,67%;KAB. BANYUMAS;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 2999;Rp. 2999; Rp250.884.344,00 ;83.656;3.479;4,75;4,16%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Bodi & Rangka Motor;Rp. 792;Rp. 792; Rp3.387.384,00 ;4.277;219;4,81;5,12%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 7000;Rp. 7000; Rp62.846.000,00 ;8.978;229;4,74;2,55%;KOTA JAKARTA BARAT;614;2.838;46,22;148;81;54,73;;
Sepeda Motor;Suku Cadang Motor;Ban Motor & Aksesoris;Rp. 900;Rp. 900; Rp9.813.600,00 ;10.904;121;4,95;1,11%;KOTA TANGERANG;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 1600;Rp. 2200; Rp24.436.800,00 ;15.273;200;4,81;1,31%;KOTA SURABAYA;7.492;7.781;13,86;15;5;33,33;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 5000;Rp. 5000; Rp157.295.000,00 ;31.459;2.097;4,81;6,67%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 13000;Rp. 13000; Rp234.650.000,00 ;18.050;5.588;4,79;30,96%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 3750;Rp. 3750; Rp124.815.000,00 ;33.284;972;4,88;2,92%;KAB. WONOGIRI;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Aki & Aksesoris;Rp. 125000;Rp. 125000; Rp5.767.750.000,00 ;46.142;26.187;4,80;56,75%;KOTA JAKARTA BARAT;43.361;2.781;6,41;24.755;1.432;5,78;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 26000;Rp. 26000; Rp359.320.000,00 ;13.820;416;4,89;3,01%;KOTA SUKABUMI;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 27500;Rp. 27500; Rp185.405.000,00 ;6.742;973;4,80;14,43%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 9999;Rp. 13900; Rp314.538.543,00 ;31.457;6.276;4,78;19,95%;KOTA JAKARTA BARAT;28.573;2.884;1,93;5.746;53;9,22;;
Sepeda Motor;Suku Cadang Motor;Kabel & Selang;Rp. 2900;Rp. 9500; Rp15.802.100,00 ;5.449;312;4,81;5,73%;KAB. BREBES;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Aki & Aksesoris;Rp. 200;Rp. 200; Rp6.133.600,00 ;30.668;328;4,88;1,07%;KOTA JAKARTA UTARA;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 3050;Rp. 3050; Rp37.344.200,00 ;12.244;841;4,83;6,87%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 1100;Rp. 1100; Rp1.366.200,00 ;1.242;4;4,00;0,32%;KAB. BANTUL;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 1690;Rp. 1690; Rp4.512.300,00 ;2.670;128;4,72;4,79%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 7000;Rp. 7000; Rp310.576.000,00 ;44.368;2.307;4,79;5,20%;KOTA JAKARTA BARAT;4.876;3.492;8,54;275;232;11,18;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 2150;Rp. 2150; Rp18.986.650,00 ;8.831;257;4,75;2,91%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 6000;Rp. 6500; Rp150.852.000,00 ;25.142;1.839;4,70;7,31%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 6800;Rp. 6800; Rp163.383.600,00 ;24.027;725;4,79;3,02%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 7350;Rp. 8550; Rp27.327.300,00 ;3.718;74;4,80;1,99%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 35000;Rp. 35000; Rp945.315.000,00 ;27.009;11.821;4,78;43,77%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 14000;Rp. 14000; Rp182.140.000,00 ;13.010;4.675;4,65;35,93%;KOTA JAKARTA BARAT;1.591;2.419;22,84;3.773;92;23,91;;
Sepeda Motor;Suku Cadang Motor;Ban Motor & Aksesoris;Rp. 2000;Rp. 2000; Rp14.572.000,00 ;7.286;127;4,89;1,74%;KOTA TANGERANG;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 120;Rp. 120; Rp567.480,00 ;4.729;42;4,74;0,89%;KOTA BANDUNG;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 7500;Rp. 7500; Rp24.427.500,00 ;3.257;120;4,87;3,68%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Suku Cadang Motor Lainnya;Rp. 9599;Rp. 10999; Rp384.881.504,00 ;40.096;7.905;4,74;19,72%;KOTA JAKARTA BARAT;36.494;362;9,87;732;63;8,26;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 500;Rp. 500; Rp11.432.000,00 ;22.864;632;4,86;2,76%;KOTA JAKARTA UTARA;19.828;336;15,31;599;33;5,51;;
Sepeda Motor;Suku Cadang Motor;Kabel & Selang;Rp. 27000;Rp. 27000; Rp774.468.000,00 ;28.684;3.711;4,87;12,94%;KOTA JAKARTA SELATAN;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 3900;Rp. 3900; Rp24.000.600,00 ;6.154;284;4,88;4,61%;KAB. BEKASI;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 9000;Rp. 9000; Rp482.985.000,00 ;53.665;3.200;4,81;5,96%;KAB. CILACAP;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 5500;Rp. 5500; Rp125.037.000,00 ;22.734;2.719;4,83;11,96%;KOTA JAKARTA BARAT;1.999;2.825;14,19;2.433;286;11,76;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 3000;Rp. 3000; Rp70.230.000,00 ;23.410;2.535;4,84;10,83%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 3500;Rp. 3500; Rp29.736.000,00 ;8.496;678;4,85;7,98%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Sistem Pengereman;Rp. 9700;Rp. 9700; Rp332.545.100,00 ;34.283;6.986;4,82;20,38%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 600;Rp. 600; Rp6.386.400,00 ;10.644;444;4,86;4,17%;KOTA JAKARTA UTARA;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 1690;Rp. 1690; Rp4.324.710,00 ;2.559;241;4,74;9,42%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 5376;Rp. 5376; Rp148.684.032,00 ;27.657;3.943;4,67;14,26%;KOTA JAKARTA BARAT;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 6500;Rp. 6500; Rp24.037.000,00 ;3.698;52;4,88;1,41%;KOTA TANGERANG;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 1599;Rp. 1599; Rp1.293.591,00 ;809;92;4,88;11,37%;KOTA TANGERANG;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 7500;Rp. 7500; Rp62.670.000,00 ;8.356;980;4,80;11,73%;KOTA JAKARTA UTARA;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Pengapian & Suku Cadang Mesin;Rp. 2900;Rp. 2900; Rp67.082.800,00 ;23.132;156;4,86;0,67%;KOTA JAKARTA BARAT;18.519;4.613;25,00;118;38;32,20;;
Sepeda Motor;Suku Cadang Motor;Shock, Strut, & Suspensi Motor;Rp. 3300;Rp. 7000; Rp49.143.600,00 ;14.892;688;4,81;4,62%;KOTA BEKASI;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 3950;Rp. 3950; Rp16.645.300,00 ;4.214;83;4,89;1,97%;KOTA TANGERANG;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Lampu Motor;Rp. 80850;Rp. 92500; Rp2.718.500.400,00 ;33.624;16.451;4,81;48,93%;KOTA JAKARTA BARAT;3.628;2.996;9,78;1.529;1.422;9,46;;
Sepeda Motor;Suku Cadang Motor;Rantai, Transmisi, & Kopling;Rp. 3400;Rp. 3400; Rp5.412.800,00 ;1.592;54;4,94;3,39%;KAB. BEKASI;;;;;;0,00;;
Sepeda Motor;Suku Cadang Motor;Bodi & Rangka Motor;Rp. 243;Rp. 243; Rp4.322.241,00 ;17.787;224;4,86;1,26%;KOTA JAKARTA UTARA;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 1594;Rp. 1594; Rp44.799.370,00 ;28.105;852;4,92;3,03%;KOTA JAKARTA UTARA;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 2500;Rp. 2500; Rp1.723.935.000,00 ;689.574;34.301;4,85;4,97%;KOTA TANGERANG SELATAN;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 250;Rp. 250; Rp90.614.000,00 ;362.456;1.350;4,88;0,37%;KOTA PASURUAN;341.485;2.971;6,14;129;6;4,65;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 2500;Rp. 2500; Rp466.890.000,00 ;186.756;11.991;4,88;6,42%;KOTA JAKARTA TIMUR;16.525;2.156;13,14;1.923;168;9,78;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 130000;Rp. 130000; Rp1.321.450.000,00 ;10.165;69;4,87;0,68%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 20000;Rp. 39000; Rp1.725.160.000,00 ;86.258;30.932;4,74;35,86%;KAB. BANDUNG;7.241;14.217;19,73;2.653;4.879;18,73;;
Kesehatan;Suplemen Makanan;Suplemen Kecantikan;Rp. 105900;Rp. 105900; Rp954.900.300,00 ;9.017;51;4,98;0,57%;KAB. KARAWANG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Kecantikan;Rp. 195000;Rp. 195000; Rp35.758.905.000,00 ;183.379;76.219;4,89;41,56%;KAB. BANDUNG;172.114;11.265;6,55;71.831;4.388;6,11;;
Kesehatan;Suplemen Makanan;Kesejahteraan;Rp. 17000;Rp. 17000; Rp2.151.690.000,00 ;126.570;16.186;4,77;12,79%;KOTA JAKARTA BARAT;111.646;14.924;13,37;1.495;291;14,84;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 480;Rp. 480; Rp57.718.560,00 ;120.247;3.440;4,73;2,86%;KOTA JAKARTA BARAT;18.883;11.364;1,44;378;362;11,76;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 4500;Rp. 5900; Rp487.984.500,00 ;108.441;12.443;4,81;11,47%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 295000;Rp. 295000; Rp38.604.880.000,00 ;130.864;56.940;4,93;43,51%;KOTA JAKARTA UTARA;118.881;11.983;1,80;5.262;4.878;9,37;;
Kesehatan;Suplemen Makanan;Kesejahteraan;Rp. 250;Rp. 250; Rp63.909.500,00 ;255.638;933;4,86;0,36%;KOTA PASURUAN;24.582;1.556;4,37;897;36;4,01;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 650;Rp. 650; Rp715.000,00 ;1.100;1;5,00;0,09%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 16999;Rp. 16999; Rp565.794.716,00 ;33.284;5.153;4,69;15,48%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 17000;Rp. 17000; Rp1.710.591.000,00 ;100.623;4.691;4,80;4,66%;KOTA JAKARTA BARAT;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Kebugaran;Rp. 1049;Rp. 1049; Rp83.205.631,00 ;79.319;1.139;4,88;1,44%;KOTA SURABAYA;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 500;Rp. 500; Rp570.000,00 ;1.140;1;5,00;0,09%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Kesejahteraan;Rp. 78000;Rp. 149000; Rp957.918.000,00 ;12.281;454;4,36;3,70%;KOTA JAKARTA BARAT;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 500;Rp. 500; Rp600.000,00 ;1.200;1;5,00;0,08%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 500;Rp. 500; Rp500.000,00 ;1.000;1;5,00;0,10%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 650;Rp. 650; Rp715.000,00 ;1.100;1;5,00;0,09%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 500;Rp. 500; Rp550.000,00 ;1.100;1;5,00;0,09%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 16000;Rp. 16000; Rp208.592.000,00 ;13.037;532;4,90;4,08%;KAB. TANGERANG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 500;Rp. 500; Rp500.000,00 ;1.000;1;5,00;0,10%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 650;Rp. 650; Rp650.000,00 ;1.000;1;5,00;0,10%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 650;Rp. 650; Rp650.000,00 ;1.000;1;5,00;0,10%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 650;Rp. 650; Rp650.000,00 ;1.000;1;5,00;0,10%;KOTA BANDUNG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Kecantikan;Rp. 10499;Rp. 10499; Rp991.011.109,00 ;94.391;8.435;4,71;8,94%;KAB. BANYUWANGI;8.563;9.328;1,97;7.534;91;11,96;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 65760;Rp. 65760; Rp1.766.971.200,00 ;26.870;10.575;4,93;39,36%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 9999;Rp. 62999; Rp407.569.239,00 ;40.761;11.801;4,84;28,95%;KAB. KEDIRI;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 79000;Rp. 79000; Rp9.825.941.000,00 ;124.379;55.480;4,81;44,61%;KOTA JAKARTA UTARA;11.561;8.778;7,59;51.946;3.534;6,80;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 23999;Rp. 23999; Rp1.922.535.891,00 ;80.109;26.249;4,74;32,77%;KAB. SIDOARJO;7.546;9.563;13,56;23.289;296;12,71;;
Kesehatan;Suplemen Makanan;Suplemen Kecantikan;Rp. 149000;Rp. 149000; Rp10.862.398.000,00 ;72.902;30.869;4,80;42,34%;KOTA JAKARTA UTARA;63.953;8.949;13,99;27.217;3.652;13,42;;
Kesehatan;Suplemen Makanan;Suplemen Kecantikan;Rp. 26500;Rp. 26500; Rp479.941.500,00 ;18.111;3.872;4,78;21,38%;KOTA BOGOR;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Kesejahteraan;Rp. 250000;Rp. 250000; Rp1.277.500.000,00 ;5.110;52;5,00;1,02%;KAB. KARAWANG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Suplemen Kecantikan;Rp. 299000;Rp. 299000; Rp13.421.811.000,00 ;44.889;19.455;4,85;43,34%;KOTA JAKARTA UTARA;3.855;6.834;17,96;1.662;2.853;17,18;;
Kesehatan;Suplemen Makanan;Suplemen Makanan Lainnya;Rp. 1594;Rp. 1594; Rp26.578.356,00 ;16.674;671;4,95;4,02%;KOTA JAKARTA SELATAN;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 7999;Rp. 7999; Rp55.993,00 ;7;1;5,00;14,29%;KAB. GRESIK;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Kesejahteraan;Rp. 187400;Rp. 187400; Rp915.261.600,00 ;4.884;37;5,00;0,76%;KAB. KARAWANG;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Kebugaran;Rp. 17000;Rp. 17000; Rp207.740.000,00 ;12.220;1.078;4,69;8,82%;KOTA JAKARTA UTARA;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 14500;Rp. 14500; Rp303.601.000,00 ;20.938;3.616;4,72;17,27%;KOTA JAKARTA BARAT;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 33000;Rp. 33000; Rp5.002.140.000,00 ;151.580;55.504;4,80;36,62%;KOTA BOGOR;14.448;7.532;5,23;53.123;2.381;4,48;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 35000;Rp. 202500; Rp203.875.000,00 ;5.825;8;5,00;0,14%;KAB. SIDOARJO;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Diet & Detoks;Rp. 18500;Rp. 18500; Rp1.658.580.500,00 ;89.653;13.333;4,88;14,87%;KOTA JAKARTA UTARA;82.248;745;9,33;12.196;1.137;9,32;;
Kesehatan;Suplemen Makanan;Kesejahteraan;Rp. 570;Rp. 570; Rp23.901.240,00 ;41.932;1.005;4,94;2,40%;KAB. BOGOR;;;;;;0,00;;
Kesehatan;Suplemen Makanan;Kesejahteraan;Rp. 25079;Rp. 156479; Rp276.119.790,00 ;11.010;15;4,93;0,14%;KAB. SIDOARJO;;;;;;0,00;;
Makanan & Minuman;Susu & Olahan;Susu;Rp. 75000;Rp. 75000; Rp4.826.325.000,00 ;64.351;14.048;4,85;21,83%;KOTA JAKARTA TIMUR;5.531;941;16,35;11.645;243;20,64;;
